# per-window evidence behind the reported selection
# estimator=phase reference=first looks=256 overlap=0 dt_s=0.023479714941 t_sap_s=0.023479714941
# win_az=32 win_rg=32 stride_az=16 stride_rg=16 upsample_az=200 coherence_min=0 inject_vib=no
# consensus_hz=0.998202067567 agree=10 voting=225 distinct=72 largest_block=9
# modal_lead_hz=0.998202067567
# df_hz=0.166367011261 quant_px=0 coherence_gate=0.493299654026 floor_px=0 n_win_az=15 n_win_rg=15
# cull_hz=0.998202067567 agree=9 input=225 survivors=81 snr_cull=0 sigma_cull=0 neigh_cull=144 snr_gate=0 snr_null=0 sigma_gate_px=0 gates=0
# amplitude_dispersion best=0.0373082386063 median=0.559643069981 n_meeting_0.25=9
# passed_cull_source=selector expected_sum=81
window,iaz,irg,dominant_hz,prominence,quality,excursion_px,snr,sigma_px,d_a,passed_gates,agrees_with_consensus,passed_cull,floor_mm
56,3,11,17.1358021599,4.6509881859,0.954043518635,0,0,0,2.04420332529,1,0,0,0.348363872457
57,3,12,17.1358021599,4.6509881859,0.951226011775,0,0,0,2.04420332529,1,0,0,0.348363872457
58,3,13,1.16456907883,4.03062392332,0.622725108585,0,0,0,0.570879320881,1,0,0,0.363105563543
59,3,14,8.9838186081,4.80161374901,0.661410438962,0,0,0,0.507966682327,1,0,0,0.455539875692
60,4,0,15.8048660698,5.26669255663,0.651703793811,0,0,0,0.576888384524,1,0,0,0.413199467889
61,4,1,15.8048660698,5.26669255663,0.667563587683,0,0,0,0.576888384524,1,0,0,0.413199467889
62,4,2,12.6438928558,7.25624243777,0.634184167045,0,0,0,0.509604387429,1,0,0,0.402115983976
63,4,3,3.82644125901,4.52922790034,0.624490389184,0,0,0,0.559448910382,1,0,0,0.369331183057
64,4,4,14.1411959572,4.10844224447,0.686526362769,0,0,0,0.516467540979,1,0,0,0.450226437791
65,4,5,11.1465897545,5.88799925235,0.697128468103,0,0,0,0.566216401408,1,0,1,0.420309036818
66,4,6,11.1465897545,5.88799925235,0.698195721318,0,0,0,0.566216401408,1,0,1,0.420309036818
67,4,7,12.9766268784,8.01877432536,0.688368042665,0,0,0,0.578792430748,1,0,0,0.422669918837
68,4,8,12.3111588333,6.12850971464,0.776910731387,0,0,0,0.563065888439,1,0,0,0.443191524092
69,4,9,18.46673825,5.87849174199,0.73981193139,0,0,0,0.647434428975,1,0,0,0.438018216355
70,4,10,7.65288251801,5.07342352199,0.985455340718,0,0,0,1.95726052721,1,0,0,0.311584352307
71,4,11,7.65288251801,5.07342352199,0.956055023013,0,0,0,1.95726052721,1,0,0,0.311584352307
72,4,12,9.98202067567,4.9304327806,0.953421913621,0,0,0,2.03454465745,1,0,0,0.321308495147
73,4,13,1.16456907883,4.03062392332,0.626178136344,0,0,0,0.570879320881,1,0,0,0.363105563543
74,4,14,2.49550516892,5.96734166825,0.660711103895,0,0,0,0.527182337036,1,0,0,0.390941422682
75,5,0,8.31835056306,3.68500904671,0.647736338491,0,0,0,0.5466566359,1,0,0,0.383416217337
76,5,1,2.82823919144,8.49530364215,0.64205097975,0,0,0,0.572416399134,1,0,1,0.380222084515
77,5,2,2.82823919144,8.49530364215,0.637368790392,0,0,0,0.572416399134,1,0,1,0.380222084515
78,5,3,3.82644125901,4.52922790034,0.637600749631,0,0,0,0.559448910382,1,0,1,0.369331183057
