#Network | Station | Latitude | Longitude | Elevation | SiteName | StartTime | EndTime
IV|CSSN|40.8609|15.0239|690|CASSANO IRPINO|2003-03-01T00:00:00|2011-04-01T00:00:00
IV|CSTH|40.829447|14.149329|108.0|Solfatara Tennis Hotel - Stazione Osservatorio Vesuviano|2021-04-14T00:00:00|
IV|CTI|46.04818|11.6497|1180|CASTELLO TESINO|2003-03-01T00:00:00|
IV|CTL8|45.2763|9.7622|60.0|Castelleone|2009-10-13T16:00:00|
IV|CUMA|40.847875|14.05338|81.0||2024-06-27T00:00:00|
IV|DGI|40.31802|9.60668|354|DORGALI GROTTA ISPINIGOLI|2003-03-01T00:00:00|
IV|DOI|44.50415|7.24665|1039|SAN DAMIANO MACRA|2003-03-01T00:00:00|2015-09-08T15:33:00
IV|EBCN|37.752|14.9858|3135|Etna Bocca Nuova|2022-11-10T11:00:00|
IV|EBDA|37.6335|15.1223|350|Etna Bosco di Aci|2020-12-28T14:41:57|
IV|ECBD|37.7802|15.0865|1465|Etna Case Bada|2020-06-16T10:23:54|
IV|ECHR|37.6863|14.9129|1168|Santa Chiara|2008-06-04T12:00:00|
IV|ECNE|37.7653|15.0018|2946|ECNE|2020-06-11T13:52:51|
IV|ECNV|37.5956|14.7125|484|Catenanuova|2007-01-30T00:00:00|2017-09-09T14:10:00
IV|ECPN|37.7437|14.9865|3038|Etna Cratere del Piano|2020-06-16T12:32:09|
IV|ECTS|37.8825|15.1212|644|ECTS - Etna Castiglione di Sicilia|2007-07-18T12:00:00|
IV|ECZM|37.7313|14.9041|1391|Etna Case Zampini|2020-12-28T11:43:08|
IV|EFIU|37.7896|15.2103|97|Fiumefreddo di Sicilia|2020-06-11T14:12:09|
IV|EL6|43.329333|13.101667|978|Elcito|2011-10-18T12:00:00|
IV|EMAS|37.57919|15.05257|612|Mascalucia|2022-06-23T15:34:07|
IV|EMCN|37.7912|15.0336|1916|Monte Conca|2013-06-02T10:30:00|
IV|EMCO|37.9264|14.9029|1500|Etna Monte Colla|2024-10-22T13:47:01|
IV|EMFO|37.7357|15.0902|1209|Etna Monte Fontane|2020-12-28T13:40:05|
IV|EMFS|37.7196|14.9979|2552|Etna Monte Frumento Supino|2020-12-28T13:47:51|
IV|EMNR|37.8168|15.026|1845|Etna Monte Nero|2020-12-28T13:54:55|
IV|EMPL|37.679|14.9703|1484|EMPL - Etna Monte Parmentelli, Italy|2008-06-18T11:00:00|
IV|EMSA|37.498|14.945|140|Motta Sant Anastasia (CT)|2022-04-29T12:00:00|
IV|EMSG|37.8208|14.9498|1435|EMSG|2013-10-30T09:53:56|
IV|ENIC|37.6314|15.0216|877|ENIC|2013-03-15T14:48:49|
IV|EPDN|37.7659|15.0168|2862|Etna Pizzi Deneri|2020-12-28T14:07:40|
IV|EPIT|37.8113|15.0567|1657|Pozzo Pitarrone, Linguaglossa, Catania|2012-01-26T10:41:00|
IV|EPLC|37.7651|14.9857|2698|Etna Punta Lucia|2024-01-04T14:45:25|
IV|EPMN|37.8204|15.1773|541|Piedimonte Etneo|2022-04-22T10:38:47|
IV|EPOZ|37.6719|15.1885|124|EPOZ|2013-03-15T14:40:46|
IV|EPZF|37.824|14.857|1140|Pizzo Felice|2013-11-14T13:16:39|
IV|ERBM|44.41945|10.41268|933|EREMO DI BISMANTOVA|2003-03-01T00:00:00|
IV|ERC|38.03763|12.5873|776|ERICE|2003-03-01T00:00:00|
IV|ESAL|37.7551|15.1345|768|Etna Sant Alfio|2021-01-08T11:00:00|
IV|ESCV|37.747|14.8152|640|Etna Scorciavacca|2020-12-28T14:14:55|
IV|ESLN|37.6934|14.9744|1787|Serra La Nave|2005-07-10T00:00:00|
IV|ESML|37.6181|14.8794|417|ESML|2013-03-15T10:18:23|
IV|ESPC|37.6925|15.0274|1655|Etna Serra Pizzuta Calvarina|2020-12-28T14:24:10|
IV|ESVO|37.7731|14.9469|1736|Etna Monte Scavo|2020-12-28T14:30:28|
IV|EUCT|45.2026|9.1349|82.0|Pavia|2014-04-11T14:28:54|
IV|EVRN|37.6892|15.1356|421|Santa Venerina|2010-01-20T10:36:00|
IV|FAEN|44.2895|11.877|41|Faenza|2007-09-17T12:00:00|
IV|FAGN|42.26573|13.58379|761.0|FAGNANO|2004-05-14T00:00:00|
IV|FANO|43.843471|13.018354|15|Fano|2014-05-22T15:02:00|
IV|FAVA|37.328791|13.659995|370.0|FAVA|2022-05-04T10:11:32|
IV|FAVR|37.2671|13.667|289|FAVARA 2|2003-03-01T00:00:00|2019-09-05T23:30:00
IV|FCOR|43.76911|12.81459|555|Fonte Corniale (PU)|2014-01-09T15:19:00|
IV|FDMO|43.0365|13.0873|550.0|Fiordimonte|2008-03-27T12:45:00|
IV|FELT|46.0729|11.9275|520.0|Feltre|2024-03-22T16:00:00|
IV|FEMA|42.9621|13.04976|1370|Monte Fema|2009-09-23T09:46:00|
IV|FENE|45.029845|7.060438|1170.0|Fenestrelle (TO)|2025-12-04T17:00:00|
IV|FERC|38.45271|16.12807|460.0|GALATRO|2019-06-03T09:56:42|2023-10-04T08:12:31
IV|FERS|44.9035|11.5406|3.0|FERS|2013-02-08T15:00:00|
IV|FG2|41.8048|15.16092|241|SERRACAPRIOLA|2003-03-01T00:00:00|2011-04-01T00:00:00
IV|FG4|41.13197|15.51752|450|CANDELA|2003-03-01T00:00:00|2011-04-01T00:00:00
IV|FG5|41.2825|15.26778|660|ORSARA DI PUGLIA|2003-03-01T00:00:00|2011-04-01T00:00:00
IV|FGMS|41.70788|15.95345|848|MONTE SANT ANGELO 2|2003-03-01T00:00:00|2011-04-01T00:00:00
IV|FIAM|42.26802|13.11718|1070|FIAMIGNANO|2004-07-12T10:00:00|
IV|FIR|43.774366|11.255134|40|Firenze|2009-10-14T16:00:00|
IV|FIU|44.64031|11.49165|12|FONDO FIUMICELLO (MINERBIO)|2003-03-12T00:00:00|
IV|FIU1|43.188561|12.931604|479.0|Fiuminata|2011-03-14T10:56:00|
IV|FNVD|44.16782|11.1229|950|FONTANA VIDOLA|2003-10-27T00:00:00|
IV|FOSV|43.29483|12.76117|559|Fossato di Vico|2011-08-02T10:00:00|
IV|FRE8|46.015|12.3552|543|Fregona|2011-03-31T17:00:00|2021-03-16T14:00:00
IV|FREG|46.011092|12.312986|500|Fregona|2020-02-05T00:00:00|
IV|FRES|41.97351|14.66926|414.0|Fresagrandinaria|2004-09-17T10:00:00|
IV|FRON|43.51777|12.72572|515|Frontone|2010-04-19T11:00:00|
IV|FSSB|43.69309|12.77707|523.0|FOSSOMBRONE|2003-03-01T00:00:00|2019-09-27T09:46:00
IV|FVI|46.59658|12.7804|1024.0|FORNI AVOLTRI|2003-03-01T00:00:00|
IV|GAG1|43.238063|13.067434|484|Gagliole|2011-03-15T11:00:00|
IV|GALF|37.7107|14.5665|740|Gagliano Castelferrato|2006-10-27T12:00:00|
IV|GATE|41.513145|14.910201|487.0|Gambatesa|2009-11-03T14:00:00|
IV|GAVE|42.6922|12.8942|1161|Gavelli|2017-10-06T07:59:59|
IV|GIB|37.990126|14.026023|1020|GIBILMANNA|2003-03-01T00:00:00|
IV|GIGS|42.453167|13.572833|960|GIGS|2015-02-16T12:17:00|
IV|GIO|37.56667|15.10833|200|MONTE SAN GREGORIO|2004-04-14T10:00:00|2013-03-13T00:00:00
IV|GIUL|41.55827|13.25458|566|GIULIANO DI ROMA|2003-03-01T00:00:00|
IV|GIZZ|38.97983|16.20777|713.0|GIZZ|2021-01-11T14:30:00|
IV|GMB|38.16807|15.82888|1300|GAMBARIE|2003-03-01T00:00:00|2020-10-20T23:59:00
IV|GMB1|38.1723|15.8179|1198|GMB1|2023-07-04T17:00:00|
IV|GMNA|46.2798|13.13832|250|GEMONA|2003-03-01T00:00:00|2011-04-01T00:00:00
IV|GRFL|43.14717|10.97545|750|GERFALCO|2003-03-01T00:00:00|2011-04-01T00:00:00
IV|GRI|38.82213|16.42002|510.0|GIRIFALCO|2003-03-01T00:00:00|
IV|GRIS|39.7405|15.8531|551|Grisolia|2017-08-01T09:12:30|
IV|GROG|43.42618|9.89201|118|Isola di Gorgona|2005-06-23T16:24:00|2018-09-19T08:00:00
IV|GUAR|41.7945|13.31229|741|GUARCINO|2003-05-29T00:00:00|
IV|GUMA|43.0627|13.3352|574|Gualdo di Macerata|2007-10-18T12:00:00|
IV|HAGA|37.2858|15.1552|176|HAGA - Augusta (SR), Italy|2005-02-17T00:00:00|
IV|HAVL|36.9596|15.122|495|HAVL - Avola (RG), Italy|2008-06-18T00:00:00|
IV|HBSP|37.127|14.492|255|Bosco Santo Pietro (Catania)|2012-10-18T10:35:49|2018-01-30T12:55:00
IV|HCRL|37.2831|15.0323|191|HCRL - Carlentini (SR), Italy|2008-03-31T00:00:00|
IV|HLNI|37.3485|14.872|146|Lentini Masseria Cucco|2009-02-27T16:00:00|
IV|HMDC|36.959|14.7831|595|Modica|2005-05-11T00:00:00|
IV|HPAC|36.7085|15.0372|70|HPAC|2012-11-21T14:06:31|
IV|HSRS|37.0928|15.222|100|Siracusa Targia Epipoli (Belvedere)|2021-01-14T13:31:07|
IV|HVIT|36.9926|14.5216|296|Vittoria (Ragusa)|2021-03-22T08:34:32|
IV|HVZN|37.1783|14.7155|787|Vizzini|2005-07-10T00:00:00|
IV|IACL|38.533|14.355|145|ALICUDI|2007-05-20T00:00:00|
IV|IBCM|40.71089|13.91612|314|IBCM|2020-06-05T12:00:00|
IV|IBRN|40.713953|13.926856|188|Ischia Barano - Stazione Osservatorio Vesuviano|2018-07-27T00:00:00|
IV|ICVJ|40.74351|13.89522|81|ICVJ|2020-10-05T10:00:00|
IV|IFIL|38.5642|14.5753|269|IFIL - Filicudi (ME), Italy|2005-01-01T10:00:00|
IV|IFOR|40.711512|13.855177|278|Faro Punta Imperatore - Stazione Osservatorio Vesuviano|2009-10-01T00:00:00|
IV|ILOS|38.4457|14.9483|283|Lipari Observatory|2005-05-11T00:00:00|
IV|IMOL|44.35955|11.74248|27|Imola|2010-08-10T10:30:00|
IV|IMTC|40.720887|13.875813|256|Monte Corvo - Stazione Osservatorio Vesuviano|2015-04-17T00:00:00|
IV|INTR|42.01154|13.9046|924|INTRODACQUA|2003-09-03T00:00:00|
IV|IOCA|40.746797|13.90142|166|Ischia - Osservatorio Casamicciola|2011-02-09T00:00:00|
IV|IPAI|36.912079|14.724807|584|IPAI|2023-05-05T14:27:00|
IV|IPNR|38.6435|15.0688|205|Panarea|2023-09-16T04:14:18|
IV|IPSM|40.746222|13.943825|154|Ischia Porto, Stazione Osservartorio Vesuviano|2018-07-02T23:00:00|
IV|ISNA|38.5546|14.8496|978|Monte Fossa delle Felci - Santa Marina Salina (ME)|2023-09-16T04:00:00|
IV|ISPIC|36.7804|14.9033|260|ISPICA|2019-05-22T15:40:23|
IV|IST3|38.7992|15.2304|255|Stromboli-Oss. Fiorentini|2012-10-18T10:45:40|
IV|ISTR|38.7866|15.1918|103|Ginostra|2011-06-24T10:45:00|
IV|IVCR|38.4096|14.961|172|Vulcano Cratere|2021-11-02T13:39:31|
IV|IVGP|38.3968|14.9608|150|Grotta Palizzi Isola di Vulcano|2012-05-17T11:14:00|
IV|IVLC|40.75909|13.872129|92|Ischia Villa la Colombaia, Stazione Osservartorio Vesuviano|2018-09-05T23:59:59|
IV|IVLO|38.42619|14.96096|56|Vulcanello (isola di Vulcano)|2024-10-22T14:15:55|
IV|IVLT|38.3961|14.9482|242|Vulcano Lentia|2021-11-02T14:28:15|
IV|IVPL|38.3763|14.9801|486|Vulcano Piano|2005-05-11T00:00:00|
IV|IVUG|38.396|14.986|250|Isola Vulcano Grillo|2007-04-13T00:00:00|
IV|JOPP|38.6068|15.8856|500|Joppolo|2006-08-07T08:00:00|2022-06-14T23:59:59
IV|LADO|39.283981|16.979492|488.0|San Nicola dell Alto|2008-06-10T10:00:00|
IV|LATB|41.4939|12.96239|0|Latina borehole|2012-11-19T12:48:34|
IV|LATE|42.6137|11.804|610|Latera|2006-05-04T00:00:00|
IV|LATO|45.18018|7.27432|742.0|Coassolo Torinese|2024-07-23T17:00:00|
IV|LAV9|41.67778|12.69888|300|LANUVIO|2003-03-01T00:00:00|
IV|LEOD|45.4582|10.1234|92|Capriano del Colle|2012-01-23T14:30:00|2018-05-23T23:59:00
IV|LEVAN|37.991327|12.345623|73|LEVAN|2019-07-25T09:20:13|
IV|LIBRI|38.083692|14.928733|945|LIBRI|2022-05-02T10:58:46|
IV|LIK|41.49961|13.55943|312|LIK|2015-05-28T00:31:00|
IV|LINA|35.871622|12.863385|63.0|Isola di Linosa|2013-02-11T10:26:52|
IV|LMD|44.07746|11.707267|450|LMD|2013-10-21T10:16:48|
IV|LNSS|42.60286|13.04032|1155|LEONESSA|2004-05-14T00:00:00|
IV|LOCA|43.30644|11.26226|511|LOCA|2023-06-20T16:00:00|
IV|LPDG|35.5183|12.6302|50|LPDG|2012-09-19T11:54:28|2099-06-18T23:59:00
IV|LPEL|42.0468|14.1832|760|Lama dei Peligni|2008-04-11T12:30:00|
IV|LRP|41.64709|13.58658|372|Arpino|2016-06-22T07:28:00|
IV|LSPZ|44.132497|9.790457|346.0|Monte Viseggi|2026-06-01T00:00:00|
IV|LTRZ|40.60325|16.8191|381.0|LATERZA|2003-03-01T00:00:00|
IV|MA9|41.769756|12.65907|340|MARINO|2008-11-25T12:00:00|
IV|MAB1|41.259|14.49583|723|MONTE ACERO|1997-07-07T00:00:00|2000-06-16T23:59:59
IV|MABI|46.05492|10.514|1853.0|MALGA BISSINA|2003-12-19T00:00:00|
IV|MAGA|45.7753|10.6286|1265.0|Magasa|2006-06-21T16:00:00|
IV|MALA0|43.00582|11.473764|441.0|MALA|2022-04-13T18:00:00|
IV|MALA1|43.003873|11.476899|404.0|MALA|2022-02-24T17:00:00|
IV|MALA2|43.003587|11.478221|414.0|MALA|2022-04-12T18:00:00|
IV|MALA3|43.005215|11.479964|445.0|MALA|2022-04-13T13:00:00|
IV|MALA4|43.005606|11.47773|430.0|MALA|2022-04-13T16:00:00|
IV|MALA5|43.007009|11.47807|444.0|MALA|2022-04-13T18:00:00|
IV|MALI|38.053|15.4|1005|Mali|2007-10-20T00:00:00|2009-04-23T23:00:00
IV|MAON|42.42828|11.1309|237|MONTE ARGENTARIO|2003-07-25T00:00:00|2021-01-05T12:27:00
IV|MARET|37.968674|12.072507|64|MARET|2024-09-24T09:24:30|
IV|MARIO|37.954428|13.433009|724|MARINEO|2021-11-19T13:52:09|
IV|MARS|37.7532|12.5647|65|Marsala|2017-10-20T11:42:00|
IV|MBAL|45.697536|10.858943|1215.0|Monte Baldo Osservatorio Astronomico Novezzina|2017-06-23T15:00:00|
IV|MBFT|37.946147|12.953452|520.0|Monte Bonifato|2018-02-20T11:27:00|
IV|MC2|42.911418|13.188976|1888.0|Monte Cornaccione|2009-01-30T06:25:00|
IV|MCEL|40.3249|15.8019|960.0|Monticello|2006-08-07T00:00:00|
IV|MCI|41.491036|13.813008|493|Montecassino|2017-07-20T13:29:24|
IV|MCIF|43.811583|12.631683|330|Montecalvo in Foglia|2013-12-04T13:20:00|
IV|MCPD|38.1199|14.731|199|Capo Orlando (Messina)|2012-10-18T10:10:25|2099-03-19T16:23:00
IV|MCRV|40.7826|15.1684|1191.0|Calabritto - Mt. Cervialto|2005-07-10T10:00:00|
IV|MCSR|38.0646|15.2301|1064|Castroreale|2010-06-15T00:00:00|2017-09-09T14:13:00
IV|MCT|37.61864|13.60761|1558|MONTECAMMARATA|2003-03-01T00:00:00|
IV|MDAR|43.1927|13.1427|940|Monte Daria|2008-10-27T09:52:00|
IV|MDI|45.76972|9.716|954.0|Monte diNese (BG), Italy|2004-12-03T00:00:00|
IV|ME01|37.932919|14.361088|944.0|Mistretta|2007-10-18T00:00:00|2009-02-03T23:00:00
IV|ME02|38.033211|14.590067|677.0|San Fratello|2007-10-19T00:00:00|2009-02-03T23:00:00
IV|ME03|38.330135|15.837419|567.0|Palmi|2007-10-20T00:00:00|2009-02-05T23:00:00
IV|ME04|38.59285|16.357622|907.0|Brognaturo|2007-10-21T00:00:00|2008-06-28T23:00:00
IV|ME05|38.124279|15.899861|1458.0|Diga Del Menta|2007-10-22T00:00:00|2010-01-31T23:00:00
IV|ME07|38.08128|14.811569|739.0|CastellUmberto|2007-11-22T00:00:00|2008-05-10T23:00:00
IV|ME09|37.952396|15.756405|244.0|Pentedattilo|2008-06-27T00:00:00|2010-01-31T23:00:00
IV|ME10|38.302914|16.195333|728.0|Cittanova|2007-11-21T00:00:00|2009-02-04T23:00:00
IV|ME12|38.6315|15.07|120.0|Panarea|2007-11-06T00:00:00|2010-01-31T23:00:00
IV|ME15|38.170807|14.898788|116.0|Gioiosa Marea|2008-05-12T00:00:00|2010-01-31T23:00:00
IV|MELA|41.7059|15.127|115.0|Melanico - S. Croce di Magliano|2008-04-23T16:00:00|
IV|MERA|45.7054|9.4291|338.0|Merate|2009-03-25T17:00:00|
IV|MESG|40.589408|17.850423|78|Mesagne|2009-05-27T14:00:00|
IV|MEU|37.11112|14.83|986|MONTE LAURO|2003-03-01T00:00:00|2020-10-04T23:59:59
IV|MF5|42.987797|13.459709|723|Montefalcone Appennino|2012-04-26T08:00:00|
IV|MFNL|37.79082|12.92242|677|MONTE FINESTRELLE|2003-03-01T00:00:00|
IV|MGAB|42.91263|12.11214|547.0|Montegabbione|2008-04-02T12:00:00|
IV|MGR|40.1376|15.55352|986.0|Morigerati|2003-03-01T00:00:00|
IV|MIDA|41.64188|14.25402|950.0|Miranda|2004-12-07T10:30:00|
IV|MIGL|40.6044|16.441|440.0|Miglionico|2006-08-07T00:00:00|
IV|MILN|45.4803|9.2321|125.0|Milano|2012-01-27T06:00:00|
IV|MILZ|38.2713|15.2313|0|Milazzo Faro|2007-03-28T14:00:00|
IV|MIR07|45.081006|11.13005|13|Ostiglia (MN)|2012-07-10T06:00:00|2012-09-11T23:59:00
IV|MLIG|43.988313|7.683705|1553.0|Colle Melosa|2024-11-18T17:00:00|
IV|MMGO|37.66195|12.97673|397.0|MONTE MAGAGGIARO|2003-03-01T00:00:00|
IV|MML1|43.1135|12.9717|943.0|Monte Lago|2018-04-10T11:00:00|
IV|MMME|37.9352|15.2539|959|MONGIUFFI-MELIA|2004-07-12T00:00:00|2012-05-16T00:00:00
IV|MMN|39.890961|15.990414|921|MORMANNO|2009-06-24T13:00:00|
IV|MMO1|42.899333|13.326833|957.0|Montemonaco|2012-11-07T07:17:11|2026-05-27T09:00:00
IV|MMUR|43.44183|12.9973|840|Monte Murano|2008-10-27T10:03:00|
IV|MNO|37.931|14.695|1830|MONTE SORO|2003-03-01T00:00:00|2019-11-27T23:59:59
IV|MNS|42.38546|12.68106|706|MONTASOLA|2003-03-01T00:00:00|2013-03-01T11:08:00
IV|MNTP|43.137378|13.469252|325|Montappone|2012-11-16T14:29:00|
IV|MNTT|43.062|13.595667|343|Montottone|2012-04-19T13:49:00|
IV|MNTV|45.1495|10.7897|36.0|Mantova|2012-01-23T14:30:00|
IV|MOCL|44.004901|11.180785|639|Montecuccoli|2016-11-30T10:12:00|
IV|MOCO|41.37|15.158|1049.0|Biccari - Monte Cornacchia|2005-08-03T00:00:00|
IV|MODE|44.629722|10.949167|41.0|Modena|2007-10-18T12:00:00|
IV|MODR|41.1459|13.8779|345.0|Mondragone|2007-06-19T12:00:00|
IV|MOMA|42.80387|12.570071|1040|Monte Martano|2011-08-08T14:00:00|
IV|MONC|45.0739|7.9271|480|Moncucco Torinese|2005-01-13T00:01:00|
IV|MPAG|43.6292|12.7595|930|Monte Paganuccio|2009-03-26T12:00:00|
IV|MPAZ|37.9531|16.0067|496|Palizzi|2006-09-20T00:00:00|
IV|MPG|38.16167|13.36|600|MONTE PELLEGRINO|2003-03-01T00:00:00|
IV|MPNC|38.145|15.352|385|MPNC - San Pier Niceto (ME), Italy|2009-07-02T12:00:00|
IV|MPPT|43.957533|11.090265|752|Montemurlo|2015-06-04T17:41:54|
IV|MRB1|41.1227|14.96815|688.0|MONTE ROCCHETTA|2003-03-01T00:00:00|
IV|MRCB|38.162|15.703|500|Reggio Calabria|2007-11-08T00:00:00|
IV|MRGE|45.76975|7.06101|1660|Morge|2005-06-24T12:00:00|
IV|MRLC|40.7564|15.48892|605.0|Muro Lucano|2003-03-01T00:00:00|
IV|MRVN|41.0609|16.1958|610.0|Minervino Murge|2007-04-24T15:00:00|
IV|MSAG|41.712|15.9096|890.0|Monte S. Angelo|2006-05-25T17:00:00|
IV|MSCL|38.232|15.79|893|SCILLA|2007-11-08T00:00:00|2017-08-16T09:46:39
IV|MSFR|38.0339|14.5916|723|MSFR - San Fratllo (ME), Italy|2011-02-02T00:00:00|
IV|MSRU|38.2639|15.5083|408|POGGIO SCUDEARU|2004-07-12T10:00:00|
IV|MSSA|44.31625|9.51739|930.0|Maissana|2008-11-21T12:00:00|
IV|MTCE|42.022382|12.742577|388|MONTECELIO|2003-03-01T00:00:00|
IV|MTCR|44.028|11.0024|1290|MTCR|2013-01-08T11:00:22|2019-07-19T23:59:00
IV|MTGR|37.89337|12.75932|751|MONTAGNA GRANDE|2003-03-01T00:00:00|
IV|MTL1|43.256732|13.009601|353|Matelica|2011-04-05T11:04:00|
IV|MTMR|40.918446|15.002567|850.0|Montemarano (AV)|2017-06-08T13:41:54|
IV|MTRA|42.75669|13.39654|809|Matera di Acquasanta Terme (AP)|2017-07-06T15:35:00|
IV|MTRZ|44.3128|11.4248|570|Monterenzio|2007-12-12T00:00:00|
IV|MTSN|40.2663|15.7515|1056.0|Montesano sulla Marcellana|2006-08-07T12:00:00|
IV|MTTG|38.0031|15.69992|484|MOTTA SAN GIOVANNI|2003-03-01T00:00:00|
IV|MUCR|38.043|14.8739|1042|Ucria|2011-04-14T00:00:00|
IV|MURB|43.263|12.5246|845|MONTE URBINO|2004-01-23T00:00:00|
IV|NARO|43.610823|12.580583|272|Abbazia di Naro|2011-01-17T14:00:00|
IV|NDIM|44.8873|10.8987|19.0|Novi di Modena|2013-02-08T12:08:00|
IV|NEVI|44.5834|10.3163|480.0|Neviano degli Arduini|2012-05-25T10:55:00|
IV|NICCA|38.55694|15.93858|240|Nicotera (VV)|2024-02-07T14:00:00|
IV|NOCI|40.7888|17.0644|420.0|Noci|2005-08-03T15:50:00|
IV|NOV|38.0286|15.1355|840|NOV - Novara (ME), Italy|2009-12-11T12:00:00|
IV|NOVE|44.79822|10.71608|16|NOVELLARA|2003-05-20T00:00:00|2015-05-15T13:00:00
IV|NRCA|42.83355|13.11427|927|NORCIA|2003-03-01T00:00:00|
IV|OFFI|42.93348|13.685707|258.0|Offida|2006-05-16T12:00:00|
IV|OPPE|45.3082|11.1724|20.0|Oppeano|2009-09-24T17:00:00|
IV|ORI|40.05096|16.450405|375.0|ORIOLO CALABRO|2003-03-01T00:00:00|
IV|ORO|45.62678|7.9813|1157.0|OROPA|2023-11-21T00:00:00|
IV|ORTE|42.460718|12.384527|100|ORTE|2022-07-11T11:29:00|
IV|ORZI|45.4056|9.9307|83.0|Orzinuovi|2010-03-15T17:00:00|
IV|OSKI|40.821|9.1083|896|Oschiri|2006-12-22T12:00:00|2012-09-19T00:00:00
IV|OSSC|43.52358|11.24579|452|OSSC|2011-07-14T07:08:09|
IV|OVO|40.8275|14.39667|584|OSSERVATORIO VESUVIANO|2003-03-01T00:00:00|
IV|PABO|41.748856|14.386994|1016|Pietrabbondante|2022-02-23T09:24:00|
IV|PALZ|40.9441|15.9602|450.0|Palazzo San Gervasio|2006-08-07T00:00:00|
IV|PANTE|36.81011|11.99514|111|PANTE|2018-05-10T06:06:00|
IV|PAOL|41.031206|14.567486|715.0|Paolisi|2010-02-26T14:00:00|
IV|PARC|43.6486|12.2386|580|Parchiule|2008-04-01T12:30:00|
IV|PCN|45.0353|9.7247|55.0|PCN|2018-12-18T08:56:51|
IV|PCRO|43.60768|13.53233|165|Pietralacroce (Ancona)|2009-01-05T10:10:00|
IV|PE3|43.696|12.496333|530.0|Peglio|2011-12-12T12:00:00|
IV|PESA|43.94105|12.84018|221|PESARO|2003-03-01T00:00:00|
IV|PETRA|37.8335|14.1148|1547.0|Petralia Soprana|2012-07-26T00:00:00|
IV|PF6|43.137868|13.194333|419|Pievefavera|2011-07-20T08:12:00|
IV|PGEL|36.7942|11.9788|416|Pantelleria Gelfiser|2022-05-27T16:14:00|
IV|PGHD|36.7714|12.0405|331|Pantelleria Serra Ghirlanda|2022-05-27T16:17:00|
IV|PIEI|43.53567|12.535|665|PIEIA|2003-03-01T00:00:00|
IV|PIGN|41.200001|14.17989|398.0|Pignataro Maggiore (CE)|2011-10-25T11:55:01|
IV|PII|43.72193|10.52495|66|PISA|2003-03-01T00:00:00|
IV|PIO1|43.178198|12.983759|460|Pioraco|2011-03-23T11:17:00|
IV|PIPA|39.48514|16.8158|479.0|Pietrapaola|2008-07-02T12:45:00|
IV|PLAC|38.4494|16.4383|602.0|Placanica|2005-10-18T00:00:00|
IV|PLLN|37.9926|14.1431|787|POLLINA|2009-05-21T12:15:00|
IV|PLMA|44.04981775414|9.85365177896|22.0|Palmaria-Portovenere|2010-03-30T00:00:00|
IV|POFI|41.71743|13.71202|878|Posta Fibreno|2007-03-28T15:00:00|
IV|PONC|44.626924|7.02424|1720.0|Ponte Chianale|2025-09-24T17:00:00|
IV|PP3|43.379|13.6095|21.0|PP3|2013-07-21T11:30:00|
IV|PRMA|44.76374|10.31311|78|Parma|2008-06-04T15:00:00|
IV|PSB1|41.22345|14.81078|551.0|PESCO SANNITA|2003-03-01T00:00:00|
IV|PSL|44.008889|10.928229|770|Pistoia|2023-07-14T21:46:00|
IV|PTCC|46.4075|13.354|700|PATOCCO|2003-03-01T00:00:00|
IV|PTF|43.960348|11.069321|533|Montebello|2011-03-28T14:21:00|2015-06-30T23:59:59
IV|PTMD|36.7885|11.9934|626|Pantelleria - Kuddia Mida|2010-07-20T00:00:00|2018-04-19T10:20:00
IV|PTMR|40.761401|14.034938|134|Procida - Terra Murata, Stazione Osservatorio Vesuviano|2018-06-18T23:00:00|
IV|PTQR|42.02193|13.40057|957|PIETRAQUARIA|2003-03-01T00:00:00|
IV|PTRJ|41.3641|14.529|1027.0|Pietraroja|2007-01-18T00:00:00|
IV|PTRP|40.52148|16.06124|1077.0|PIETRAPERTOSA|2003-12-05T00:00:00|
IV|PTS|36.807|11.993|100|PANTELLERIA|2003-03-01T00:00:00|2010-10-05T00:00:00
IV|PZIN|36.8121|11.9729|205|Pantelleria Zinedi|2021-12-06T10:54:37|
IV|PZUN|40.6458|15.807|820.0|Potenza Universita|2018-09-19T01:36:00|
IV|PZZT|44.1313|10.8617|1236|Monte Pizzetto|2005-08-09T11:18:00|2013-03-01T11:05:00
IV|QLNO|44.32425|8.34592|547|QUILIANO|2003-03-01T00:00:00|
IV|RAFF|37.2225|14.3624|310.0|Raffo Rosso|2005-12-22T11:00:00|
IV|RAVA|44.75587|11.1188|15|RAVARINO|2003-11-10T00:00:00|
IV|RCAV|41.847261|12.945292|940|Rocca di Cave|2014-12-11T07:47:00|
IV|RDP|41.76039|12.7103|760.0|ROCCA DI PAPA|2005-09-22T09:01:00|
IV|RESU|37.6468|14.0568|785.0|Resuttano|2008-02-25T14:00:00|
IV|RFI|41.30057|13.98472|780|ROCCAMONFINA|2003-03-01T00:00:00|2011-04-01T00:00:00
IV|RIBO|42.949|11.0465|50|RIBO|2017-05-23T07:01:44|
IV|RINC|43.886471|11.60699|955.0|Rincine (FI)|2019-07-10T18:00:00|
IV|RM33|42.50898|13.21452|1097||2010-09-03T10:00:00|
IV|RMP|41.811928|12.70492|380|MONTE PORZIO CATONE|2009-01-29T12:00:00|
IV|RNI2|41.70328|14.1524|950.0|RIONERO SANNITICO|2003-03-01T00:00:00|
