network_code|network_restricted_status|station_code|station_latitude|station_longitude|station_elevation_m|station_name|station_restricted_status|start_time|end_time
IT|public|MNF|43.0596|13.1844|644|MonteFiegni Fiastra|public|2011-01-07T00:00:00|-
IT|public|MMP1|42.2492|12.7483|471|Mompeo 1|public|2008-11-12T00:00:00|-
IT|public|MMP|42.248547|12.748537|475|MOMPEO|public|2003-12-16T00:00:00|2008-11-13T00:00:00
IT|public|MMO|42.8993|13.3268|1030|Montemonaco|public|2016-08-26T00:00:00|2017-05-12T00:00:00
IT|public|MLD|44.1184|12.071|116|Meldola|public|2010-12-07T00:00:00|-
IT|public|MJN|46.178056|13.0625|9999|MAIANO|public|1970-01-01T00:00:00|1999-12-31T00:00:00
IT|public|MCV|42.993401|13.0013|709|Montecavallo|public|2016-08-25T00:00:00|2017-07-21T00:00:00
IT|public|MCT|43.2925|13.4189|349|Macerata|public|2010-01-27T00:00:00|-
IT|public|MCS|43.9937|12.1067|249|Mercato Saraceno|public|2004-05-19T00:00:00|-
IT|public|MCR|43.7998|12.4475|303|Macerata Feltria|public|2009-10-29T00:00:00|-
IT|public|MBRC|43.7917|12.8584|306|Mombaroccio|public|2022-11-10T00:00:00|-
IT|public|MAT|46.1857109069824|13.0692358016968|169|MAJANO - PIANO TERRA|public|1976-05-18T00:00:00|1979-01-01T00:00:00
IT|public|MAP|46.1858978271484|13.0700626373291|169|MAJANO - PRATO|public|1976-05-22T00:00:00|1979-01-01T00:00:00
IT|public|MAJ|46.1822|13.0689|223|Majano casa di riposo|public|2005-07-05T00:00:00|-
IT|public|MAI|46.1853|13.0692|176|Maiano|public|2009-12-18T00:00:00|-
IT|public|MAA|46.1857109069824|13.0692358016968|169|MAJANO - ASCENSORE|public|1976-05-18T00:00:00|1977-04-08T00:00:00
IT|public|LTSN|45.7929|13.0191|52|Latisana|public|2019-02-13T00:00:00|-
IT|public|LSS|42.5582|12.9689|1067|Leonessa|public|2001-04-12T00:00:00|-
IT|public|LPD1|42.01861111|14.16916667|9999|LAMA DEI PELIGNI|public|1984-01-01T00:00:00|1984-05-31T00:00:00
IT|public|LNS|42.565|12.9841666666667|950|LEONESSA|public|1992-01-29T00:00:00|2004-11-25T00:00:00
IT|public|LDP|42.0392|14.1826|766|Lama dei Peligni|public|2003-01-29T00:00:00|-
IT|public|JESI|43.5292|13.2289|134|Jesi|public|2020-01-23T00:00:00|-
IT|public|ISG|42.5041|13.6497|445|Isola del Gran Sasso|public|2019-05-22T00:00:00|-
IT|public|GSG|42.459|13.55|777|Assergi Gran Sasso LNGS galleria|public|2001-04-04T00:00:00|-
IT|public|GSA|42.4207|13.5194|1063|Assergi Gran Sasso LNGS esterni|public|2001-08-26T00:00:00|-
IT|public|GRD|42.1785|14.1798|701|Guardiagrele|public|2003-01-28T00:00:00|-
IT|public|GNU|42.8038|12.5702|1085|Giano nell Umbria|public|2009-10-07T00:00:00|-
IT|public|GLT|43.2331|12.789|607|Gualdo Tadino|public|1999-11-25T00:00:00|-
IT|public|GDNA|42.0223|12.7442|334|Guidonia|public|2023-05-29T00:00:00|-
IT|public|GBSL|43.3558|12.5717|515|Gubbio Parcheggio Santa Lucia|public|2019-12-30T00:00:00|-
IT|public|GBP|43.3138|12.5894|426|Gubbio Piana|public|2010-08-11T00:00:00|-
IT|public|GBC|43.355301|12.5726|526|Gubbio|public|2013-12-27T00:00:00|2019-12-30T00:00:00
IT|public|GBB|43.3569|12.5972|754|Gubbio|public|2009-08-12T00:00:00|-
IT|public|FSS|43.6905|12.8101|138|Fossombrone Marche|public|2013-07-17T00:00:00|-
IT|public|FOS|43.0146|12.8351|965|Foligno Seggio|public|2009-11-19T00:00:00|-
IT|public|FORC|42.961|12.952|9999|FORCELLA|public|1997-10-09T00:00:00|1998-01-28T00:00:00
IT|public|FOR|44.1994|12.0419|77|Forli|public|2003-04-02T00:00:00|-
IT|public|FOPC|42.9697|12.7031|300|FOLIGNO NORD|public|2016-02-18T00:00:00|2023-04-03T00:00:00
IT|public|FOCC|42.9574|12.7079|283|Foligno Comando Carabinieri|public|2016-11-04T00:00:00|-
IT|public|FOC|43.0263|12.8965|821|Foligno Colfiorito|public|2010-03-15T00:00:00|-
IT|public|FMT|43.188|12.9332|497|Fiuminata|public|2016-11-03T00:00:00|2019-03-07T00:00:00
IT|public|FMNT|43.1836|12.9381|493|Fiuminata|public|2019-03-07T00:00:00|-
IT|public|FMG|42.268|13.1172|1073|Fiamignano|public|2004-06-04T00:00:00|-
IT|public|FMCG|43.1765|13.6731|127|Fermo Campiglione|public|2023-08-01T00:00:00|-
IT|public|FLPC|42.9683|12.7037|285|Foligno Protezione Civile Reg.|public|2023-04-04T00:00:00|-
IT|public|FHC|42.761111|13.210278|1473|FORCA CANAPINE (ARQUATA TRONTO)|public|1981-07-03T00:00:00|1997-10-15T00:00:00
IT|public|FDS|46.4513|12.5627|1795|Forni di Sopra|public|2010-07-23T00:00:00|-
IT|public|FCC|42.754501|13.1932|1553|Forca Canapine|public|2016-08-25T00:00:00|2016-11-18T00:00:00
IT|public|FBR|43.3436|12.9119|31|Fabriano|public|2013-07-24T00:00:00|-
IT|public|FAG|46.098|13.0914|185|Fagagna|public|2016-07-04T00:00:00|-
IT|public|FAA|42.552898|13.5372|795|Fano Adriano|public|2017-02-08T00:00:00|2017-12-14T00:00:00
IT|public|DRN|46.1666|13.6417|784|Drenchia|public|2008-05-07T00:00:00|-
IT|public|DANT|46.5675|12.5199|1453|Danta di Cadore ARPAV|public|2015-06-30T00:00:00|-
IT|public|CVTM|43.297|13.7076|23|Civitanova Marche|public|2024-07-04T00:00:00|-
IT|public|CVF|46.0918|13.429|177|Cividale Del Friuli|public|2009-01-01T00:00:00|-
IT|public|CVD|46.0888|13.3998|130|Cividale Del Friuli cabina ENEL|public|2009-09-04T00:00:00|-
IT|public|CTS|43.4919|12.2233|303|Citta Di Castello|public|2009-08-21T00:00:00|-
IT|public|CTRL|42.5978|13.1626|844|Cittareale|public|2018-08-07T00:00:00|-
IT|public|CTL|43.955|12.7358|62|Cattolica|public|2007-11-21T00:00:00|-
IT|public|CTD|42.3884|12.9477|484|Cittaducale|public|2009-04-27T00:00:00|-
IT|public|CTC|43.463056|12.253056|308|CITTÀ DI CASTELLO|public|1974-12-11T00:00:00|1978-06-22T00:00:00
IT|public|CSV|42.2975|13.6291666666667|819|CASTELNUOVO (SAN PIO)|public|1975-05-16T00:00:00|2005-04-12T00:00:00
IT|public|CSR|42.755|13.004167|617|CASCIA - PETRUCCI|public|1979-09-20T00:00:00|1981-01-07T00:00:00
IT|public|CSO1|42.1009|13.088|680|Carsoli 1|public|2008-02-26T00:00:00|-
IT|public|CSO|42.096252|13.08346|654|CARSOLI|public|2006-04-22T00:00:00|2008-02-26T00:00:00
IT|public|CSN|44.137|12.2414|95|Cesena|public|2003-06-10T00:00:00|-
IT|public|CSD|42.754|12.0035|494|Castel Viscardo|public|2010-01-14T00:00:00|-
IT|public|CSC|42.719|13.0122|683|Cascia|public|2010-07-07T00:00:00|-
IT|public|CSAN|42.9003|13.1453|731|Castelsantangelo sul Nera|public|2018-04-13T00:00:00|-
IT|public|CSA|43.008|12.5906|196|Castelnuovo Assisi|public|2009-12-11T00:00:00|-
IT|public|CRD|46.5248|12.1172|1587|Cortina D Ampezzo|public|2010-07-23T00:00:00|-
IT|public|CPT|42.8274|12.9251|609|Cerreto di Spoleto|public|2016-11-03T00:00:00|-
IT|public|CPS|42.2716|13.7583|580|Capestrano|public|2003-01-28T00:00:00|-
IT|public|CONT|42.409|12.766|9999|CONTIGLIANO|public|1998-01-01T00:00:00|-
IT|public|CNV|45.968987|12.449045|101|CANEVA|public|1999-12-31T00:00:00|2004-12-31T00:00:00
IT|public|CNTN|43.4729|12.6303|416|Cantiano|public|2019-04-16T00:00:00|-
IT|public|CNO|43.142101|13.0792|615|CAMERINO|public|2016-11-02T00:00:00|2019-10-17T00:00:00
IT|public|CNMT|42.4559|13.2303|871|Cagnano Amiterno|public|2018-08-08T00:00:00|-
IT|public|CNG|45.8815|12.2881|66|Conegliano Veneto|public|2010-03-24T00:00:00|-
IT|public|CNE|42.894402|13.1528|798|Castelsantangelo sul Nera|public|2016-08-26T00:00:00|2017-07-21T00:00:00
IT|public|CMRN|43.1392|13.0718|607|Camerino|public|2019-10-17T00:00:00|-
IT|public|CMO|46.0941|13.5207|680|Castelmonte|public|2006-12-20T00:00:00|-
IT|public|CMNZ|42.9508|13.4079|507|Comunanza|public|2018-08-09T00:00:00|-
IT|public|CMI|42.850399|13.0928|767|Campi|public|2016-08-26T00:00:00|2018-09-19T00:00:00
IT|public|CLZZ|42.908|12.4402|467|Collazzone|public|2025-02-13T00:00:00|-
IT|public|CLO|42.829399|13.206|1456|Castelluccio di Norcia|public|2016-08-26T00:00:00|2016-11-18T00:00:00
IT|public|CLN|42.0852|13.5207|801|Celano|public|2003-01-30T00:00:00|-
IT|public|CLF|43.0367|12.9204|701|Colfiorito Casone|public|2010-06-11T00:00:00|-
IT|public|CLC|43.029388|12.891277|9999|COLFIORITO CASERMETTE|public|1997-09-27T00:00:00|1998-07-10T00:00:00
IT|public|CLA|46.2713|12.5141|680|Claut|public|2005-06-29T00:00:00|-
IT|public|CIT|42.5942|13.1632|873|Cittareale|public|2016-08-24T00:00:00|2017-09-08T00:00:00
IT|public|CHTI|42.3476|14.1635|383|Chieti|public|2020-10-20T00:00:00|-
IT|public|CHT|42.369827|14.147809|109|CHIETI|public|2001-12-25T00:00:00|2014-02-25T00:00:00
IT|public|CHF|46.3887|13.4737|1194|Chiusaforte|public|2008-05-06T00:00:00|-
IT|public|CHCS|42.3698|14.1478|64|Chieti Campus|public|2021-12-21T00:00:00|-
IT|public|CGL|43.535278|12.629167|277|CAGLI|public|1975-02-05T00:00:00|1997-09-27T00:00:00
IT|public|CESV|43.003888|12.901111|9999|CESI VALLE|public|1997-10-07T00:00:00|1998-06-25T00:00:00
IT|public|CESM|43.004665|12.903332|9999|CESI MONTE|public|1997-10-07T00:00:00|1998-06-25T00:00:00
IT|public|CES|44.2103|12.3867|49|Cesenatico|public|2007-11-20T00:00:00|-
IT|public|CDR|45.958889|12.984167|42|CODROIPO|public|1975-02-12T00:00:00|1995-11-12T00:00:00
IT|public|CDN|45.9643|12.9918|49|Codroipo|public|2009-12-18T00:00:00|-
IT|public|CDM|42.0033|14.1994|809|Colle di Macine|public|2009-04-30T00:00:00|-
IT|public|CDCT|43.366|12.2363|309|Citta di Castello Trestina|public|2019-10-24T00:00:00|-
IT|public|CCT|43.3683|12.2346|321|CITTA DI CASTELLO (TRESTINA)|public|2004-10-11T00:00:00|2019-10-24T00:00:00
IT|public|CAGL|43.5475|12.6495|206|Cagli|public|2020-02-03T00:00:00|-
IT|public|CAG|43.054444|12.828888|9999|CASSIGNANO|public|1997-10-08T00:00:00|1998-07-10T00:00:00
IT|public|BZZ|42.337|13.4685|640|L Aquila Bazzano|public|2009-04-07T00:00:00|-
IT|public|BVG|42.9323|12.611|216|Bevagna|public|2009-08-06T00:00:00|-
IT|public|BSS|42.1917|13.8453|264|Bussi|public|2009-04-23T00:00:00|-
IT|public|BRS|42.3243|13.5902|977|Barisciano|public|2009-04-08T00:00:00|-
IT|public|BRC|46.1857|12.5518|453|Barcis|public|2010-03-04T00:00:00|-
IT|public|BOR|42.5075|13.1406|818|Borbona|public|2017-02-09T00:00:00|-
IT|public|BLL|46.1594|12.2364|433|Belluno|public|2016-07-26T00:00:00|-
IT|public|BDT|43.7068|12.188|795|Badia Tedalda|public|2003-06-09T00:00:00|-
IT|public|AVZ|42.0274|13.4259|746|Avezzano|public|2001-04-26T00:00:00|-
IT|public|AVS|46.2946|13.0497|256|Avasinis|public|2006-03-10T00:00:00|-
IT|public|AVI|46.0643|12.6023|210|Aviano|public|2016-07-05T00:00:00|-
IT|public|AUP|46.506454|13.256343|905|AUPA|public|2005-03-10T00:00:00|2017-01-24T00:00:00
IT|public|ATSA|42.0683|14.4433|470|Atessa|public|2020-10-21T00:00:00|-
IT|public|ATRI|42.5745|13.9943|432|Atri|public|2020-11-10T00:00:00|-
IT|public|ASS|43.075|12.6041|390|Assisi|public|2000-04-06T00:00:00|-
IT|public|ASP|42.848|13.6479|89|Ascoli Piceno|public|2013-07-22T00:00:00|-
IT|public|ARQ|42.772222|13.294444|700|ARQUATA DEL TRONTO|public|1974-12-03T00:00:00|1981-07-03T00:00:00
IT|public|ARCV|43.495|12.9396|630|Arcevia|public|2020-01-24T00:00:00|-
IT|public|AQV|42.3771|13.3439|692|L Aquila Centro Valle|public|2001-07-15T00:00:00|-
IT|public|AQP|42.3837|13.3686|1192|L Aquila Monte Pettino|public|2001-03-06T00:00:00|-
IT|public|AQM|42.378643|13.349262|724|L'AQUILA - V. ATERNO -  IL MORO|public|1997-07-01T00:00:00|2009-09-11T00:00:00
IT|public|AQK|42.345|13.4009|726|L Aquila Aquilpark|public|2005-12-02T00:00:00|-
IT|public|AQI|42.3449|13.4009|730|L'AQUILA - V. ATERNO -  AQUIL PARK INT.|public|1997-01-01T00:00:00|1997-10-15T00:00:00
IT|public|AQG|42.3737|13.337|743|L Aquila Colle dei Grilli|public|2001-06-18T00:00:00|-
IT|public|AQF|42.3807|13.3547|805|L Aquila Valle Aterno Ferriera|public|1999-11-11T00:00:00|-
IT|public|AQA|42.3755|13.3393|693|L Aquila Fiume Aterno|public|2001-04-17T00:00:00|-
IT|public|APNO|43.3638|13.3451|244|Appignano|public|2020-12-18T00:00:00|-
IT|public|ANT|42.4182|13.0786|564|Antrodoco|public|2001-01-21T00:00:00|-
IT|public|ANNI|43.05339|12.85663|9999|ANNIFO|public|1997-10-08T00:00:00|1998-06-25T00:00:00
IT|public|ANB|43.5922|13.5074|56|Ancona2|public|2010-11-25T00:00:00|-
IT|public|AMT|42.6325|13.2866|933|Amatrice|public|2009-04-09T00:00:00|-
IT|public|AME|42.5597|12.414|408|Amelia|public|2009-08-25T00:00:00|-
IT|public|ALF|44.5022|12.0334|6|Alfonsine|public|2010-03-08T00:00:00|-
IT|public|AGL|42.0873|12.3032|173|Anguillara|public|2017-11-15T00:00:00|-
IT|public|ACT|42.771301|13.4125|45|ACQUASANTA TERME|public|2016-08-25T00:00:00|2024-01-04T00:00:00
IT|public|ACQT|42.7786|13.4196|491|Acquasanta Terme|public|2024-01-04T00:00:00|-
IT|public|ACC|42.695999|13.242|922|Accumoli|public|2016-08-24T00:00:00|2017-09-08T00:00:00
IT|public|0UM8|43.3041|12.341|301|UMBERTIDE|public|2014-01-15T00:00:00|2018-03-24T00:00:00
IT|public|0REN|43.5462|12.264|516|Renzetti Temporanea|public|2014-08-21T00:00:00|-
IT|public|0PIO|43.587299|12.5127|386|PIOBBICO|public|2014-01-17T00:00:00|2019-01-22T00:00:00
IT|public|0MBT|43.462101|12.2488|350|CITTA' DI CASTELLO (OPERA PIA MUZI BETTI)|public|2013-05-09T00:00:00|2018-06-26T00:00:00
IT|public|0CAN|43.472301|12.6308|410|Cantiano|public|2014-01-16T00:00:00|2019-04-16T00:00:00
IV|public|VENL|45.4167|12.3765|4|Venezia Lido|public|2014-06-10T15:16:00|-
IV|public|TSM6|43.47246|12.33275|402|Citt di Castello|public|2022-07-14T00:00:00|-
IV|public|TSM5|43.479692|12.60252|379|Cantiano|public|2022-07-15T00:00:00|-
IV|public|TSM4|43.3087|12.3046|270|Umbertide|public|2022-08-04T00:00:00|-
IV|public|TSM3|43.38298|12.354506|341|star site 3|public|2021-12-01T12:10:00|-
IV|public|TSM2|43.39619|12.489944|630|star site 2|public|2021-11-18T12:10:00|-
IV|public|TSM1|43.34536|12.597621|553|Gubbio Cimitero Sito 1 STAR|public|2022-02-15T13:06:59|-
IV|public|TRTR|42.8081|13.9138|160|Tortoreto Alta|public|2005-06-24T12:00:00|-
IV|public|TREM|42.123|15.51|120|ISOLE TREMITI   SAN NICOLA|public|2014-06-12T09:54:00|-
IV|public|TRE1|43.311198|13.312848|330|Treia|public|2011-03-28T11:53:00|-
IV|public|TERO|42.62279|13.60393|673|TERAMO|public|2003-11-20T00:00:00|-
IV|public|TB03|43.40134|12.41034|580|Pietralunga|public|2012-07-06T08:13:40|-
IV|public|TB02|43.370417|12.409367|691|Pietralunga|public|2012-07-06T08:03:02|-
IV|public|TB01|43.381567|12.435667|643|Gubbio|public|2012-07-06T07:48:59|-
IV|public|T1299|42.634223|13.282205|940|T1299|public|2016-08-29T07:19:22|-
IV|public|T0110|42.22944|13.776334|915|Collepietro|public|2003-10-09T00:00:00|-
IV|public|T0104|42.3599|13.3382|754|Madonna delle Grazie  Coppito    AQ|public|2009-04-07T16:09:00|2019-11-15T09:46:00
IV|public|STAL|46.2601|12.7104|625|Staligial|public|2010-05-25T16:00:00|-
IV|public|SSM1|43.228783|13.176956|240|San Severino Marche|public|2011-05-30T11:46:00|-
IV|public|SSFR|43.43628|12.78225|750|Montelago di Sassoferrato|public|2010-07-06T14:30:00|-
IV|public|SNTG|43.255|12.94057|650|ESANATOGLIA|public|2003-03-01T00:00:00|-
IV|public|SENI|43.7052|13.2331|10|Senigallia|public|2008-02-26T10:38:00|-
IV|public|SEF1|43.14683|12.94762|518|Sefro|public|2011-11-07T11:24:01|-
IV|public|SAP2|43.09667|13.399167|402|Sant Angelo in Pontano  MC |public|2012-04-04T14:10:00|-
IV|public|SAIV|43.66482|12.413039|360|Sant Angelo in Vado  PU |public|2013-12-12T15:28:00|-
IV|public|RM33|42.50898|13.21452|1097||public|2010-09-03T10:00:00|-
IV|public|PTQR|42.02193|13.40057|957|PIETRAQUARIA|public|2003-03-01T00:00:00|-
IV|public|PP3|43.379|13.6095|21|PP3|public|2013-07-21T11:30:00|-
IV|public|PIO1|43.178198|12.983759|460|Pioraco|public|2011-03-23T11:17:00|-
IV|public|PIEI|43.53567|12.535|665|PIEIA|public|2003-03-01T00:00:00|-
IV|public|PESA|43.94105|12.84018|221|PESARO|public|2003-03-01T00:00:00|-
IV|public|PCRO|43.60768|13.53233|165|Pietralacroce  Ancona |public|2009-01-05T10:10:00|-
IV|public|PARC|43.6486|12.2386|580|Parchiule|public|2008-04-01T12:30:00|-
IV|public|ORTE|42.460718|12.384527|100|ORTE|public|2022-07-11T11:29:00|-
IV|public|OFFI|42.93348|13.685707|258|Offida|public|2006-05-16T12:00:00|-
IV|public|NRCA|42.83355|13.11427|927|NORCIA|public|2003-03-01T00:00:00|-
IV|public|NARO|43.610823|12.580583|272|Abbazia di Naro|public|2011-01-17T14:00:00|-
IV|public|MURB|43.263|12.5246|845|MONTE URBINO|public|2004-01-23T00:00:00|-
IV|public|MTRA|42.75669|13.39654|809|Matera di Acquasanta Terme  AP |public|2017-07-06T15:35:00|-
IV|public|MTL1|43.256732|13.009601|353|Matelica|public|2011-04-05T11:04:00|-
IV|public|MTCE|42.022382|12.742577|388|MONTECELIO|public|2003-03-01T00:00:00|-
IV|public|MPAG|43.6292|12.7595|930|Monte Paganuccio|public|2009-03-26T12:00:00|-
IV|public|MOMA|42.80387|12.570071|1040|Monte Martano|public|2011-08-08T14:00:00|-
IV|public|MNTT|43.062|13.595667|343|Montottone|public|2012-04-19T13:49:00|-
IV|public|MNTP|43.137378|13.469252|325|Montappone|public|2012-11-16T14:29:00|-
IV|public|MNS|42.38546|12.68106|706|MONTASOLA|public|2003-03-01T00:00:00|2013-03-21T09:46:00
IV|public|MMUR|43.44183|12.9973|840|Monte Murano|public|2008-10-27T10:03:00|-
IV|public|MMO1|42.899333|13.326833|957|Montemonaco|public|2016-06-21T08:00:24|-
IV|public|MML1|43.1135|12.9717|943|Monte Lago|public|2018-04-10T11:00:00|-
IV|public|MMA1|43.801|12.56817|1040|Monte Martano|public|2011-08-08T14:00:00|-
IV|public|MGAB|42.91263|12.11214|547|Montegabbione|public|2008-04-02T12:00:00|-
IV|public|MDAR|43.1927|13.1427|940|Monte Daria|public|2008-10-27T09:52:00|-
IV|public|MCIF|43.811583|12.631683|330|Montecalvo in Foglia|public|2013-12-04T13:20:00|-
IV|public|MC2|42.911418|13.188976|1888|Monte Cornaccione|public|2009-01-30T06:25:00|-
IV|public|LPEL|42.0468|14.1832|760|Lama dei Peligni|public|2008-04-11T12:30:00|-
IV|public|LNSS|42.60286|13.04032|1155|LEONESSA|public|2004-05-14T00:00:00|-
IV|public|INTR|42.01154|13.9046|924|INTRODACQUA|public|2003-09-03T00:00:00|-
IV|public|GUMA|43.0627|13.3352|574|Gualdo di Macerata|public|2007-10-18T12:00:00|-
IV|public|GIGS|42.453167|13.572833|960|GIGS|public|2015-02-16T12:17:00|-
IV|public|GAVE|42.6922|12.8942|1161|Gavelli|public|2017-10-06T07:59:59|-
IV|public|GAG1|43.238063|13.067434|484|Gagliole|public|2011-03-15T11:00:00|-
IV|public|FREG|46.011092|12.312986|500|Fregona|public|2020-02-05T00:00:00|-
IV|public|FRE8|46.015|12.3552|543|Fregona|public|2011-03-31T17:00:00|2021-03-16T14:00:00
IV|public|FOSV|43.29483|12.76117|559|Fossato di Vico|public|2011-08-02T10:00:00|-
IV|public|FIU1|43.188561|12.931604|479|Fiuminata|public|2011-03-14T10:56:00|-
IV|public|FIAM|42.26802|13.11718|1070|FIAMIGNANO|public|2004-07-12T10:00:00|-
IV|public|FEMA|42.9621|13.04976|1370|Monte Fema|public|2009-09-23T09:46:00|-
IV|public|FCOR|43.76911|12.81459|555|Fonte Corniale  PU |public|2014-01-09T15:19:00|-
IV|public|FANO|43.843471|13.018354|15|Fano|public|2014-05-22T15:02:00|-
IV|public|CRTC|43.768478|12.883011|197|Cartoceto|public|2019-12-19T10:00:00|-
IV|public|CRND|45.8361|12.0131|159|Cornuda|public|2011-11-04T17:00:00|-
IV|public|CRM1|43.210082|13.058016|302|Castelraimondo|public|2011-05-30T10:49:00|2017-07-27T01:24:00
IV|public|CPGN|43.8011|12.3205|1400|Carpegna|public|2008-12-10T15:28:00|-
IV|public|COR1|43.63183|13.00033|237|Corinaldo|public|2011-04-12T12:12:00|-
IV|public|CING|43.37557|13.1954|626|CINGOLI|public|2003-11-20T00:00:00|-
IV|public|CIMA|43.305297|13.670091|163|Civitanova Marche|public|2010-03-15T09:21:00|-
IV|public|CESX|42.608486|12.58676|380|Cesi|public|2008-07-18T12:00:00|-
IV|public|CESI|43.0049|12.9046|840|Cesi Serravalle di Chienti|public|2007-01-08T15:00:00|-
IV|public|CDCA|43.4584|12.2336|50|Citta di Castello|public|2006-07-14T12:00:00|-
IV|public|CAFR|42.2273|14.347|250|Castel Frentano|public|2005-06-24T12:00:00|2017-01-10T12:00:00
IV|public|CADA|43.1942|13.7614|148|Capodarco|public|2010-01-13T09:00:00|-
IV|public|BRSN|44.28418|12.08023|20|BARISANO|public|2003-03-01T00:00:00|-
IV|public|BARO|42.24795|12.05123|350|Barbarano|public|2019-03-20T00:00:00|-
IV|public|ATVO|43.38211|12.40663|638|AVT   Monte Valentino|public|2009-10-27T00:00:00|-
IV|public|ATTE|43.1979|12.3536|929|AVT   Monte Tezio|public|2009-11-24T00:00:00|-
IV|public|ATPI|43.45068|12.40222|694|Pietralunga   Aviosuperficie|public|2009-03-17T12:00:00|-
IV|public|ATPC|43.4807|12.457|810|Poggio Castellaccio|public|2009-01-26T15:00:00|-
IV|public|ATMI|43.33419|12.26801|581|AVT   Monte Miggiano|public|2009-11-24T00:00:00|-
IV|public|ATLO|43.31516|12.40726|584|AVT   Montelovesco|public|2009-11-11T12:00:00|-
IV|public|ATFO|43.3666|12.5715|960|Monte Foce   Gubbio|public|2009-08-10T15:00:00|-
IV|public|ATCC|43.18514|12.63994|557|AVT   Casa Castalda|public|2009-12-16T12:00:00|-
IV|public|ATBU|43.47571|12.54828|1000|AVT   Serra di Burano|public|2009-10-27T11:00:00|-
IV|public|ASSB|43.0426|12.6587|734|Assisi San Benedetto|public|2008-06-11T16:30:00|-
IV|public|ASCOL|42.851223|13.58969|180|Ascoli Piceno|public|2021-06-16T10:00:00|-
IV|public|ARVD|43.49807|12.94153|461|ARCEVIA 2|public|2003-03-01T00:00:00|-
IV|public|APEC|43.55846|12.41991|488|Apecchio|public|2014-02-06T12:00:00|-
MN|public|BLY|44.7488|17.1839|256|Banja Luka  Bosnia and Herzegovina|public|2009-05-21T08:00:00|-
MN|public|AQU|42.354|13.405|710|L Aquila  Italy|public|1988-08-01T00:00:00|-
NI|public|VINO|46.25383|13.2755|608|Villanova Italy|public|2006-05-11T10:00:00|-
NI|public|PURA|46.4258|12.7419|1417|Passo Pura Italy|public|2007-01-01T00:00:00|-
NI|public|POLC|46.0266|12.5005|150|Polcenigo  Italy|public|2008-07-17T12:00:00|-
NI|public|PALA|46.245|12.924|1280|Monte Pala Italy|public|2008-09-09T11:22:00|-
NI|public|DST2|45.6589|13.8013|80|Trieste Universita DST Italy|public|2000-05-29T00:00:00|-
OE|public|WRN2|47.814|16.232|265|Wiener Neustadt-Berufsschule Schneeberggasse|public|1900-01-01T00:00:00|-
OE|public|RWNA|47.814|16.244|265|Wiener Neustadt-Rathaus|public|1900-01-01T00:00:00|-
OX|public|ZOU2|46.5584|12.9729|1911|Zoufplan  Italy|public|2015-07-10T13:02:00|-
OX|public|VARN|45.9922|12.1051|1265|Col Varnada  Italy|public|2015-07-10T12:58:00|-
OX|public|TLI|45.9209|13.1032|0|Talmasons|public|2016-01-01T00:00:00|-
OX|public|SABO|45.9875|13.6337|575|Sabotino|public|2016-01-01T00:00:00|-
OX|public|PRED|46.4428|13.565|902|Cave del Predil  Italy|public|2016-01-01T00:00:00|-
OX|public|PLRO|46.5491|13.1481|1410|Paularo  Italy|public|2016-01-01T00:00:00|-
OX|public|MPRI|46.2408|12.9877|762|Monte Prat  Italy|public|2015-07-10T12:52:00|-
OX|public|MLN|46.1495|12.6154|814|Malnisio  Italy|public|2016-01-01T00:00:00|-
OX|public|FUSE|46.4142|13.0011|520|Fusea  Italy|public|2016-01-01T00:00:00|-
OX|public|DRE|46.1733|13.645|810|Drenchia  Italy|public|2016-01-01T00:00:00|-
OX|public|CLUD|46.4569|12.8814|635|Cludinico  Italy|public|2015-07-10T12:30:00|-
OX|public|CIMO|46.3116|12.4448|710|Cimolais  Italy|public|2015-07-10T11:00:00|-
OX|public|BOO|46.3195|13.0984|444|Bordano  Italy|public|2016-01-01T00:00:00|-
OX|public|BAD|46.234|13.2438|590|Bernadia  Italy|public|2016-01-01T00:00:00|-
OX|public|AGOR|46.2829|12.0472|631|Agordo  Italy|public|2007-01-06T00:00:00|-
OX|public|ACOM|46.548|13.5137|1788|Acomizza  Italy|public|2005-02-01T12:00:00|-
RF|public|VNTO|46.0094985962|12.2803001404|197|Vittorio Veneto |public|2021-05-21T00:00:00|-
RF|public|VIDO|45.8582992553711|12.0418996810913|170|Vidor ARMONIA|public|1900-01-01T00:00:00|-
RF|public|UDIN|46.065399|13.2368|188|UDINE P.ZZA PRIMO MAGGIO|public|2018-08-21T00:00:00|-
RF|public|STOL|46.3605|13.3546|570|Stolvizza|public|2001-10-27T00:00:00|-
RF|public|SFIO|45.9208984375|12.3578996658|74|San Fior|public|2021-05-25T00:00:00|-
RF|public|SERN|45.8723983764648|12.1318998336792|141|Sernaglia della Battaglia|public|2020-10-22T00:00:00|-
RF|public|PRAD|46.247601|12.8873|520|Pradis di Sotto|public|1994-02-03T00:00:00|-
RF|public|POR|45.9524|12.6808|22|Pordenone|public|2005-09-27T00:00:00|-
RF|public|PAUL|46.530201|13.1162|640|Paularo-Rio|public|2002-02-17T00:00:00|-
RF|public|PALM|45.910999|13.3339|97|Palmanova-Sottoselva|public|2018-03-08T00:00:00|-
RF|public|NERV|45.8251991271973|12.2090997695923|63|Nervesa della Battaglia|public|2020-10-09T00:00:00|-
