network_code|network_restricted_status|station_code|station_latitude|station_longitude|station_elevation_m|station_name|station_restricted_status|start_time|end_time
HI|public|KAL3|37.0246|22.103|0|Marina Kalamata Messenia Peloponnese|public|2013-02-01T00:00:00|-
HI|public|KAL2|37.035108|22.111198|9999|KAL2|public|-|-
HI|public|KAL1|37.033|22.1|9999|KAL1|public|1900-01-01T00:00:00|-
HI|public|KAC1|38.143412|21.549694|31|Health Center Kato Achaea Achaea Peloponnese|public|2013-02-01T00:00:00|-
HI|public|JAN3|39.684|20.8379|481|Municipality Technical Services Ioannina Epirus|public|2013-02-01T00:00:00|-
HI|public|JAN2|39.664|20.85222|503|Prefecture Ioannina Epirus|public|2013-02-01T00:00:00|-
HI|public|JAN1|39.663914|20.852005|9999|JAN1|public|-|-
HI|public|ITS1|40.605|23.0123|173|ITSAK Pylaia Thessaloniki Central Macedonia|public|2016-06-15T00:00:00|-
HI|public|ITE1|38.4338|22.4272|12|Residence Itea Phocis Central Greece|public|2013-02-01T00:00:00|-
HI|public|ITC1|38.3647|20.7156|0|Municipality Technical Services Vathi Ithaca Ionian Islan|public|2013-09-20T00:00:00|-
HI|public|IGM2|39.486153|20.259241|4|Harbour Igoumenitsa Thesprotia Epirus|public|2016-06-15T00:00:00|-
HI|public|IGM1|39.500254|20.264226|9999|IGM1|public|-|-
HI|public|IER1|40.397143|23.875059|9999|IER1|public|-|-
HI|public|GTH2|36.7603|22.5659|0|Town Hall Gytheio Laconia Peloponnese|public|2013-02-01T00:00:00|-
HI|public|GTH1|36.760825|22.566062|9999|GTH1|public|-|-
HI|public|GRE3|40.08481|21.43829|517|Prefecture Grevena Western Macedonia|public|2013-02-01T00:00:00|-
HI|public|GRE2|40.087247|21.437541|9999|GRE2|public|-|-
HI|public|GRE1|40.086|21.425|9999|Grevena-Town Hall|public|1900-01-01T00:00:00|-
HI|public|FRS1|39.2934|22.3844|162|Town Hall Farsala Larissa Thessaly|public|2013-02-01T00:00:00|-
HI|public|FLO2|40.7801|21.4052|664|KEP Florina Western Macedonia|public|2013-02-01T00:00:00|-
HI|public|FLO1|40.778559|21.400022|9999|FLO1|public|-|-
HI|public|EDE1|40.804033|22.049566|9999|EDE1|public|-|-
HI|public|CHR1|40.133|21.733|9999|CHR1|public|-|-
HI|public|ATH5|37.975421|23.737098|99|Greek Parliament Athens Attica|public|2016-05-12T00:00:00|-
HI|public|ATH4|37.995108|23.738326|9999|ATH4|public|-|-
HI|public|ATH3|37.97236|23.705326|9999|ATH3|public|-|-
HI|public|ATH2|38.017623|23.789|9999|ATH2|public|-|-
HI|public|AST1|38.5416|21.0895|4|Health Center Astakos Aetolia Acarnania Western Greece|public|2013-02-01T00:00:00|-
HI|public|ART2|39.1474|20.9937|191|Hospital Arta Epirus|public|2013-02-02T00:00:00|-
HI|public|ART1|39.162287|20.985894|9999|ART1|public|-|-
HI|public|ARS1|37.6349|22.7293|34|Town Hall Argos Argolis Peloponnese|public|2014-12-06T00:00:00|-
HI|public|ARG2|38.1783|20.4878|6|Prefecture Argostoli Cephalonia Ionian Islands|public|2013-02-02T00:00:00|-
HI|public|ARG1|38.176906|20.488076|9999|ARG1|public|-|-
HI|public|ARE2|36.66629|22.382635|255|Health Center Areopoli Laconia Peloponnese|public|2013-02-01T00:00:00|-
HI|public|AOL1|37.642378|21.624555|45|Town Hall Olympia Elis Peloponnese|public|2013-02-01T00:00:00|-
HI|public|ANS1|36.47662|23.10147|9999|ANS1|public|-|-
HI|public|AML1|38.861736|21.165688|9999|AML1|public|-|-
HI|public|AKR1|38.153583|22.31326|124|Town Hall Akrata Achaea Peloponnese|public|2013-06-13T00:00:00|-
HI|public|AIG2|38.2417|22.0726|116|General Hospital Aigio Achaea Peloponnese|public|2013-02-04T00:00:00|-
HI|public|AIG1|38.258055|22.054869|9999|AIG1|public|-|-
HI|public|AIA1|40.1641|21.8202|448|Old Town Hall Aiani Kozani Western Macedonia|public|2016-06-01T00:00:00|-
HI|public|AGR3|38.5893|21.4162|50|New General Hospital Agrinio Western Greece|public|2016-02-04T00:00:00|-
HI|public|AGR2|38.631903|21.413578|91|Old Hospital Agrinio Western Greece|public|2013-02-01T00:00:00|-
HI|public|AGR1|38.623535|21.409234|9999|AGR1|public|-|-
HI|public|ABS1|40.65|23.1|9999|ABS1|public|1900-01-01T00:00:00|-
HL|public|ZARA|37.4865|21.6491|30|Zacharo Greece|public|2012-05-25T00:00:00|-
HL|public|ZAKA|37.78|20.9|5|ZAKYNTHOS|public|1974-01-01T00:00:00|2002-12-06T00:00:00
HL|public|YDRA|37.34923|23.46525|33|Ydra Island  Greece|public|2011-10-24T00:00:00|-
HL|public|XLCA|38.07778|22.63104|5|XYLOKASTRO|public|1974-01-01T00:00:00|-
HL|public|VLSA|38.17683|20.5886|402|VALSAMATA|public|1988-01-01T00:00:00|1994-03-21T00:00:00
HL|public|VLS|38.17683|20.5886|402|Valsamata Kefalonia Island Greece|public|2010-12-07T00:00:00|-
HL|public|VLMS|37.876701|20.66293|431|Volimes Zakinthos|public|2014-01-18T00:00:00|-
HL|public|VERA|40.48601|22.32151|117|Vergina Greece|public|2011-03-29T00:00:00|-
HL|public|VELA|37.974944|22.766063|17|Velos Corinth|public|2019-04-18T00:00:00|-
HL|public|TRKA|39.55381|21.76624|87|Trikala Greece|public|2011-03-22T00:00:00|-
HL|public|THVC|38.3191|23.3177|217|THVC 4980|public|2022-04-15T00:00:00|-
HL|public|SPLB|38.00397|23.71033|50|ATHENS-SEPOLIA_B|public|1996-01-01T00:00:00|1999-12-14T00:00:00
HL|public|SPAA|37.08|22.43|9999|SPAA|public|1900-01-01T00:00:00|-
HL|public|SOFA|39.33773|22.09691|110|Sofades Karditsa Greece|public|2012-07-10T00:00:00|-
HL|public|SMHA|38.25123|20.6477|5|Sami Kefalonia Island Greece|public|2010-12-08T00:00:00|-
HL|public|SGMA|37.97547|23.73525|103|ATHENS-SYNTAGMA|public|1996-01-01T00:00:00|-
HL|public|RIOA|38.29585|21.79118|46|Rio Greece|public|2010-12-08T00:00:00|-
HL|public|RFNA|38.01962|23.9871|32|RAFINA|public|1997-02-26T00:00:00|-
HL|public|PYRA|37.67144|21.43275|23|PYRGOS|public|1993-01-01T00:00:00|-
HL|public|PRGA|39.28557|20.40157|15|Parga Greece|public|2012-07-14T00:00:00|-
HL|public|PREA|38.95548|20.75299|6|PREVEZA|public|1981-01-01T00:00:00|-
HL|public|PLG|40.37328|23.44443|566|Poligiros Chalkidiki Greece|public|2010-12-08T00:00:00|-
HL|public|PATG|38.23865|21.72657|1|Patra Greece|public|2015-07-12T00:00:00|-
HL|public|PATC|38.26933|21.76001|47|Patra Greece|public|2010-12-08T00:00:00|-
HL|public|PATB|38.23865|21.72657|1|PATRA B|public|1997-09-24T00:00:00|-
HL|public|PATA|38.25|21.73|0|PATRA A|public|1973-01-01T00:00:00|1997-09-24T00:00:00
HL|public|OREA|40.72705|22.91452|257|Oraiokastro Thessaloniki Greece|public|2011-09-08T00:00:00|-
HL|public|OINA|38.3061|23.6388|95|OINA 4973|public|2022-04-15T00:00:00|-
HL|public|NVR|41.34846|23.86517|627|Nevrokopi  Greece|public|2010-12-07T00:00:00|-
HL|public|NPLA|37.56561|22.79975|10|Nafplio Greece|public|2010-12-08T00:00:00|-
HL|public|NOAC|37.97384|23.71767|93|NOA Athens Greece|public|2010-12-08T00:00:00|-
HL|public|NGRA|40.90747|23.49933|68|Nigrita Greece|public|2011-09-07T00:00:00|-
